"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20230501","공항철도 1호선","청라국제도시","4532","4103","20230504"
"20230501","1호선","청량리(서울시립대입구)","18336","18709","20230504"
"20230501","경원선","청량리(서울시립대입구)","16848","17470","20230504"
"20230501","분당선","청명","3078","3108","20230504"
"20230501","경춘선","청평","2643","2113","20230504"
"20230501","경강선","초월","2392","2353","20230504"
"20230501","안산선","초지","4064","4036","20230504"
"20230501","4호선","총신대입구(이수)","15523","16922","20230504"
"20230501","경춘선","춘천","2869","2610","20230504"
"20230501","3호선","충무로","2","0","20230504"
"20230501","4호선","충무로","21261","22332","20230504"
"20230501","2호선","충정로(경기대입구)","5631","5823","20230504"
"20230501","5호선","충정로(경기대입구)","2064","2008","20230504"
"20230501","경의선","탄현","6194","5616","20230504"
"20230501","장항선","탕정","1198","1304","20230504"
"20230501","7호선","태릉입구","7664","7349","20230504"
"20230501","6호선","태릉입구","4641","5122","20230504"
"20230501","분당선","태평","11137","10737","20230504"
"20230501","경춘선","퇴계원","3215","2804","20230504"
"20230501","경의선","파주","1162","908","20230504"
"20230501","경강선","판교","3342","3249","20230504"
"20230501","중앙선","팔당","1350","1430","20230504"
"20230501","경춘선","평내호평","5740","5408","20230504"
"20230501","과천선","평촌","9848","9443","20230504"
"20230501","경부선","평택","15394","16144","20230504"
"20230501","경부선","평택지제","3756","3874","20230504"
"20230501","경의선","풍산","4698","4208","20230504"
"20230501","7호선","하계","13481","12816","20230504"
"20230501","5호선","하남검단산","6139","5981","20230504"
"20230501","5호선","하남시청(덕풍?신장)","6591","6249","20230504"
"20230501","5호선","하남풍산","3230","3149","20230504"
"20230501","7호선","학동","9898","10550","20230504"
"20230501","3호선","학여울","1322","1314","20230504"
"20230501","6호선","한강진","6329","7577","20230504"
"20230501","경원선","한남","2849","2866","20230504"
"20230501","안산선","한대앞","9414","9245","20230504"
"20230501","4호선","한성대입구(삼선교)","13388","13142","20230504"
"20230501","9호선2~3단계","한성백제","2283","2035","20230504"
"20230501","2호선","한양대","11062","13035","20230504"
"20230501","분당선","한티","11202","11703","20230504"
"20230501","6호선","합정","11693","10776","20230504"
"20230501","2호선","합정","24411","26133","20230504"
"20230501","5호선","행당","5875","5265","20230504"
"20230501","경의선","행신","6606","6585","20230504"
"20230501","4호선","혜화","27080","27042","20230504"
"20230501","수인선","호구포","2452","2682","20230504"
"20230501","경의선","홍대입구","2018","2366","20230504"
"20230501","2호선","홍대입구","66293","67336","20230504"
"20230501","공항철도 1호선","홍대입구","13382","12209","20230504"
"20230501","3호선","홍제","15272","14935","20230504"
"20230501","우이신설선","화계","2938","2772","20230504"
"20230501","5호선","화곡","21387","20227","20230504"
"20230501","6호선","화랑대(서울여대입구)","8932","7766","20230504"
"20230501","경부선","화서","6108","5924","20230504"
"20230501","경의선","화전","3721","3612","20230504"
"20230501","일산선","화정","15033","15094","20230504"
"20230501","중앙선","회기","24298","24485","20230504"
"20230501","경원선","회룡","10813","10584","20230504"
"20230501","4호선","회현(남대문시장)","27324","27593","20230504"
"20230501","6호선","효창공원앞","5895","5977","20230504"
"20230501","경의선","효창공원앞","2629","2781","20230504"
"20230501","9호선","흑석(중앙대입구)","8994","8973","20230504"
